longSMA,tpd,ntp,lev,stop,sltp,maxdist,gidx,port_growth,port_posMo%,port_worstM%,port_DDmonthly%,BTC_growth,BTC_dd,BTC_green,BTC_ntr,ETH_growth,ETH_dd,ETH_green,ETH_ntr,XRP_growth,XRP_dd,XRP_green,XRP_ntr,BNB_growth,BNB_dd,BNB_green,BNB_ntr,trades_day,disp_minmax,eth_platform_ret_est%
1700,0.3,14,1.0,0.005,3,0.015,4757992,101.5892848682044,63.829787234042556,-17.598994648162638,21.57769889509556,19.920828342867917,49.757529242815636,53.26086956521739,4852.0,278.8627899520399,36.94771690099637,55.913978494623656,4320.0,4.602350451064417,86.34072056476998,50.0,6118.0,36.937168523080366,62.52711110814069,53.763440860215056,4841.0,6.889460911823359,0.016503996290992966,12609.536
1700,0.27,15,1.0,0.005,1,0.015,4697788,101.56905134618331,62.76595744680851,-17.59899464816261,21.559572833186806,18.794650583006977,50.28063879666343,52.17391304347826,4874.0,317.5444238228411,37.384126479012735,55.913978494623656,4341.0,4.968318445917306,86.05301005239271,50.0,6132.0,35.34667126003702,62.41958756897231,54.255319148936174,4859.0,6.915128269052843,0.015646057915629293,14364.968
1700,0.3,14,1.0,0.005,4,0.0,4757994,101.41631815139816,63.829787234042556,-17.598994648162623,18.390273769397574,18.477942204000858,49.75752924281554,53.26086956521739,4867.0,259.1041097655022,36.947716900996404,55.913978494623656,4334.0,5.7307317658368735,80.39180106437918,51.08695652173913,6157.0,32.51112598675631,62.90090317483706,53.763440860215056,4865.0,6.920946203358193,0.022117486947711387,11712.904
2100,0.3,15,1.0,0.014,2,0.015,7139890,101.33073717946172,63.44086021505376,-21.52737231451143,21.527372314511435,41.973859149986026,53.214106920798045,54.34782608695652,3988.0,506.2474223842845,35.94847476705466,58.888888888888886,3532.0,2.298962732085606,80.63922967282977,47.82608695652174,5003.0,8.126702026815343,64.79480934316739,47.31182795698925,4230.0,5.733403142207378,0.004541184074099837,22965.643
1700,0.3,13,1.0,0.005,1,0.015,4756612,101.284003588314,62.76595744680851,-17.598994648162623,21.401201818994814,19.63367162331004,50.20845148903829,52.17391304347826,4870.0,300.44652345578123,37.19304443464658,55.913978494623656,4339.0,4.738406064668724,86.2230259994613,50.0,6131.0,37.80222461861249,62.22166747946848,54.255319148936174,4857.0,6.912048186185306,0.015771212827383932,13589.011
1700,0.3,14,1.0,0.005,4,0.015,4757998,101.25264884596582,63.829787234042556,-17.598994648162634,21.57769889509554,19.920828342867917,49.757529242815636,53.26086956521739,4852.0,277.94007549121494,36.94771690099645,55.913978494623656,4320.0,4.602350451064417,86.34072056476998,50.0,6118.0,36.6672275039826,62.52711110814081,53.763440860215056,4841.0,6.889460911823359,0.016558786792190704,12567.697
2700,0.29,15,1.0,0.019,2,0.0075,10689968,101.21427247522188,63.44086021505376,-16.793165318569788,18.354057937727795,33.55405180074487,30.552008864278474,51.19047619047619,3428.0,792.2764650594098,30.841661140288412,60.0,2801.0,2.60392855382858,82.75394283608134,44.31818181818182,4288.0,15.717558958758582,76.56722762462968,43.02325581395349,3789.0,4.895962833666732,0.0032866413034663617,36020.086
2100,0.3,15,1.0,0.014,4,0.015,7139902,101.17692262013601,63.44086021505376,-21.527372314511435,21.52737231451144,41.13387154547337,53.214106920798,54.34782608695652,3987.0,491.6249755990114,35.94847476705459,58.888888888888886,3526.0,2.3802845211554335,80.61824419476757,47.82608695652174,4998.0,8.09991203754571,64.72696472206977,47.31182795698925,4228.0,5.728611902191208,0.004841667204265243,22300.994
2700,0.29,15,1.0,0.017,2,0.0075,10689920,101.03927218149418,63.44086021505376,-16.711723381471362,18.960490989998373,33.76451955665171,31.378207321605355,51.19047619047619,3429.0,792.9827417430175,30.700665546282845,60.0,2805.0,2.4941331969710596,83.12326646562605,43.18181818181818,4291.0,16.32867717693474,76.05178004839752,43.02325581395349,3789.0,4.898700685104544,0.0031452553324033566,36052.23
2700,0.28,15,1.0,0.019,2,0.0075,10669448,100.75298569462356,63.44086021505376,-16.793165318569827,18.09680895805581,32.926157754671166,30.55200886427843,51.19047619047619,3428.0,764.1328203003847,30.841661140288483,60.0,2801.0,2.8081916864528824,82.58666962425605,44.31818181818182,4288.0,15.952347286167365,75.88052892535401,44.18604651162791,3789.0,4.895962833666732,0.0036750046743823507,34738.9
